RATIO,COMPARE,exact_result,convert_result,my_result,chain_strength,uniform_original_chain_strength,scaled_original_chain_strength,uniform_converted_chain_strength,scaled_converted_chain_strength
0.22,AC,-166.0,,-166.00000000000006,53.46
0.22,AC,-161.0,,-161.0,49.5
0.22,WA,-149.0,,-144.99999999999986,49.28
RATIO,COMPARE,exact_result,convert_cpu_result,my_result,chain_strength
0.22,WA,-149.0,,-144.99999999999983,49.28
RATIO,COMPARE,exact_result,convert_cpu_result,my_result,chain_strength
0.22,AC,-149.0,,-148.99999999999986,49.28
RATIO,COMPARE,exact_result,convert_cpu_result,my_result,chain_strength
0.22,WA,-149.0,,-144.99999999999986,49.28
RATIO,COMPARE,exact_result,convert_cpu_result,my_result,chain_strength
0.22,AC,-149.0,,-148.99999999999986,49.28
RATIO,COMPARE,exact_result,convert_cpu_result,my_result,chain_strength
0.22,AC,-174.0,,-173.99999999999972,54.78
RATIO,COMPARE,exact_result,convert_cpu_result,my_result,chain_strength
0.22,WA,-174.0,,-169.99999999999974,54.78
0.22,AC,-142.0,,-141.99999999999986,49.28
RATIO,COMPARE,exact_result,convert_cpu_result,my_result,chain_strength
0.22,WA,-177.0,,-188.20000000000016,56.76
RATIO,COMPARE,exact_result,convert_cpu_result,my_result,chain_strength
0.22,WA,-177.0,,-188.20000000000016,56.76
RATIO,COMPARE,exact_result,convert_cpu_result,my_result,chain_strength
0.22,WA,-177.0,,-188.20000000000016,56.76
RATIO,COMPARE,exact_result,convert_cpu_result,my_result,chain_strength
0.22,WA,-177.0,,-188.20000000000016,56.76
RATIO,COMPARE,exact_result,convert_cpu_result,my_result,chain_strength
0.25,AC,-177.0,,-177.0,64.5
RATIO,COMPARE,exact_result,convert_cpu_result,my_result,chain_strength
0.23,AC,-177.0,,-177.00000000000028,59.34
RATIO,COMPARE,exact_result,convert_cpu_result,my_result,chain_strength
0.22,WA,-177.0,,-188.20000000000016,56.76
RATIO,COMPARE,exact_result,convert_cpu_result,my_result,chain_strength
0.25,AC,-149.0,,-149.0,56.0
0.25,AC,-172.0,,-172.0,60.25
0.25,AC,-170.0,,-170.0,61.5
0.25,WA,-177.0,,-175.0,64.25
0.25,AC,-174.0,,-174.0,62.25
0.25,WA,-164.0,,-158.0,60.0
0.25,AC,-150.0,,-150.0,56.75
0.25,AC,-171.0,,-171.0,65.5
0.25,WA,-167.0,,-165.0,59.75
0.25,AC,-166.0,,-166.0,61.75
0.25,WA,-180.0,,-178.0,65.0
0.25,AC,-166.0,,-166.0,64.25
0.25,AC,-145.0,,-145.0,56.5
0.25,AC,-176.0,,-176.0,64.75
0.25,AC,-167.0,,-167.0,62.25
0.25,AC,-171.0,,-171.0,60.75
0.25,AC,-147.0,,-147.0,56.25
0.25,AC,-150.0,,-150.0,55.5
0.25,WA,-144.0,,-138.0,57.25
0.25,AC,-163.0,,-163.0,60.5
RATIO,COMPARE,exact_result,convert_cpu_result,my_result,chain_strength
0.25,AC,-169.0,,-169.0,60.25
0.25,AC,-147.0,,-147.0,55.5
0.25,AC,-173.0,,-173.0,64.5
0.25,WA,-168.0,,-164.0,67.0
0.25,AC,-166.0,,-166.0,60.0
0.25,AC,-177.0,,-177.0,60.25
0.25,AC,-171.0,,-171.0,61.0
0.25,AC,-148.0,,-148.0,56.5
0.25,AC,-169.0,,-169.0,59.5
0.25,AC,-149.0,,-149.0,56.0
0.25,AC,-167.0,,-167.0,59.75
0.25,WA,-142.0,,-140.0,56.25
0.25,AC,-165.0,,-165.0,60.0
0.25,AC,-176.0,,-176.0,61.5
0.25,AC,-185.0,,-185.0,66.5
0.25,WA,-172.0,,-170.0,65.25
0.25,AC,-190.0,,-190.0,65.75
0.25,WA,-171.0,,-165.0,60.5
0.25,AC,-166.0,,-166.0,60.0
0.25,AC,-161.0,,-161.0,55.5
RATIO,COMPARE,exact_result,convert_cpu_result,my_result,chain_strength
0.25,AC,-177.0,,-177.0,66.75
0.25,AC,-171.0,,-171.0,59.75
0.25,AC,-180.0,,-180.0,60.0
0.25,AC,-139.0,,-139.0,56.0
0.25,AC,-168.0,,-168.0,60.0
0.25,WA,-180.0,,-176.0,65.75
0.25,WA,-170.0,,-168.0,60.5
0.25,AC,-147.0,,-147.0,55.75
0.25,AC,-184.0,,-184.0,65.5
0.25,AC,-148.0,,-148.0,55.5
0.25,WA,-141.0,,-139.0,56.5
0.25,AC,-149.0,,-149.0,56.5
0.25,WA,-179.0,,-175.0,66.25
0.25,AC,-150.0,,-150.0,56.0
0.25,AC,-187.0,,-187.0,65.25
0.25,WA,-175.0,,-173.0,64.0
0.25,AC,-171.0,,-171.0,64.75
0.25,AC,-178.0,,-178.0,65.5
0.25,AC,-135.0,,-135.0,50.25
